Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night?,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,Phone_Use,Caffeine,Exercise,Stress,GPA,Sleep_Index
10/27/2024 0:51:32,Third year,Male,4,4,4,1,4,5,4,4,5,5,5,5,2,3.75
10/27/2024 0:51:51,Graduate student,Male,4,5,5,1,5,3,5,5,4,4,5,5,2,4.125
10/27/2024 0:52:08,Third year,Male,4,5,4,1,5,4,4,5,4,4,5,4,1,4
10/27/2024 0:53:53,Graduate student,Male,4,5,4,1,4,5,5,5,4,4,4,5,2,4.125
10/27/2024 0:54:47,Graduate student,Female,5,5,5,1,5,5,4,5,5,5,4,4,2,4.375
10/27/2024 0:56:04,Third year,Male,4,4,4,1,5,4,5,4,3,4,5,5,2,3.875
10/27/2024 0:56:25,Third year,Female,4,5,4,1,5,3,4,3,4,4,3,4,2,3.625
10/27/2024 0:56:43,Graduate student,Male,5,5,4,1,4,4,4,4,3,3,5,5,2,3.875
10/27/2024 0:57:55,Third year,Male,5,4,4,1,3,5,4,4,4,4,5,5,2,3.75
10/27/2024 1:00:46,Graduate student,Male,4,4,2,2,5,5,5,4,4,4,5,4,2,3.875
10/27/2024 1:01:12,Third year,Male,1,4,4,1,4,5,4,5,4,5,4,4,2,3.5
10/27/2024 1:01:30,Third year,Male,5,4,5,1,4,5,4,4,5,4,4,5,1,4
10/27/2024 1:01:49,Graduate student,Female,5,4,5,1,4,4,4,5,4,4,5,5,2,4
10/27/2024 1:02:11,Graduate student,Male,5,4,5,1,4,4,4,4,4,5,5,4,1,3.875
10/27/2024 1:02:31,Graduate student,Male,4,5,4,1,4,4,4,4,3,4,5,5,2,3.75
10/27/2024 1:02:59,Third year,Female,4,5,4,1,4,4,5,3,4,5,4,5,1,3.75
10/27/2024 1:03:27,Third year,Male,5,5,5,1,4,3,5,4,4,4,4,4,1,4
10/27/2024 11:04:35,Graduate student,Male,4,5,4,1,4,3,3,4,5,5,3,5,1,3.5
10/27/2024 11:04:55,Graduate student,Male,4,4,5,1,4,5,4,4,4,4,5,4,2,3.875
10/27/2024 11:05:15,Third year,Male,5,4,4,1,4,5,5,5,4,4,4,5,1,4.125
10/27/2024 11:05:43,Third year,Female,4,5,4,1,4,3,5,5,4,5,5,4,1,3.875
10/27/2024 11:06:05,Third year,Male,4,4,4,1,4,4,4,5,5,5,5,4,1,3.75
10/27/2024 11:06:26,Graduate student,Male,5,4,5,1,5,5,4,4,5,4,5,5,2,4.125
10/27/2024 11:06:45,Graduate student,Male,4,4,4,1,5,4,4,4,5,5,4,4,1,3.75
10/27/2024 11:07:02,Third year,Male,4,4,4,1,4,4,4,5,5,5,5,4,2,3.75
10/27/2024 11:07:22,Graduate student,Male,4,5,4,1,4,4,4,4,4,5,4,4,1,3.75
10/27/2024 11:07:55,Third year,Male,4,5,5,1,5,4,4,4,5,4,5,5,1,4
10/27/2024 11:08:36,Graduate student,Male,4,5,4,1,4,5,4,5,4,4,4,4,1,4
10/27/2024 11:08:53,Third year,Male,5,5,3,1,4,4,5,5,4,4,5,5,1,4
10/27/2024 11:09:15,Third year,Male,5,4,4,1,4,4,4,4,4,4,5,4,1,3.75
10/27/2024 11:09:32,Third year,Male,4,4,5,1,4,4,4,4,4,4,4,4,2,3.75
10/27/2024 11:09:50,Third year,Male,4,4,4,2,4,4,4,4,4,4,4,4,1,3.75
10/27/2024 11:10:11,Third year,Female,4,4,4,1,4,4,4,4,4,4,3,4,1,3.625
10/27/2024 11:10:30,Third year,Male,4,4,2,2,4,4,5,4,4,4,4,4,1,3.625
10/27/2024 11:10:57,Third year,Male,4,4,4,1,4,5,5,4,4,5,4,4,1,3.875
10/27/2024 11:11:19,Third year,Female,4,4,5,2,4,4,4,5,5,4,4,5,2,4
10/27/2024 11:11:41,Third year,Male,3,4,3,2,4,4,4,4,4,4,4,4,1,3.5
10/27/2024 11:11:58,Graduate student,Male,4,4,4,1,4,4,4,4,4,4,5,4,1,3.625
10/27/2024 11:12:17,Third year,Female,4,4,4,1,4,3,4,4,4,4,4,4,1,3.5
10/27/2024 11:12:34,Third year,Male,4,4,4,2,4,4,4,4,4,4,4,5,1,3.75
10/27/2024 11:12:50,Third year,Male,5,4,4,1,4,4,4,4,4,4,4,4,1,3.75
10/27/2024 11:13:11,Graduate student,Female,4,5,5,1,5,3,5,5,4,4,4,5,1,4.125
10/27/2024 11:13:33,Third year,Male,4,4,4,2,3,4,4,4,4,4,4,4,3,3.625
10/27/2024 11:13:56,Third year,Male,5,5,4,1,4,4,4,3,4,4,5,4,1,3.75
10/27/2024 11:14:28,Third year,Male,4,5,4,1,4,4,4,4,4,5,4,5,1,3.75
10/27/2024 11:14:47,Third year,Male,5,5,4,2,4,4,4,5,5,5,5,5,2,4.125
10/27/2024 11:15:12,Second year,Male,4,5,4,2,4,4,5,4,4,4,4,4,1,4
10/27/2024 11:15:34,Third year,Male,5,4,4,1,4,4,4,4,5,5,5,5,2,3.75
10/27/2024 11:16:08,Second year,Male,4,3,3,1,4,5,4,4,4,5,5,4,2,3.5
10/27/2024 11:16:24,Third year,Female,4,5,4,1,4,4,5,4,3,5,4,5,1,3.875
10/27/2024 11:16:43,Graduate student,Female,4,5,4,1,5,4,4,4,4,5,4,5,2,3.875
10/27/2024 11:17:03,Third year,Male,4,4,4,2,5,5,4,4,4,4,4,5,2,4
10/27/2024 11:17:23,Third year,Male,4,5,5,2,4,4,3,4,5,4,4,5,1,3.875
10/27/2024 11:17:41,Graduate student,Male,4,5,5,1,4,4,4,3,5,4,4,5,1,3.75
10/27/2024 11:18:00,Graduate student,Male,5,5,4,2,4,4,5,4,4,4,4,4,1,4.125
10/27/2024 11:18:18,Third year,Female,5,4,4,2,4,4,5,5,5,4,4,4,3,4.125
10/27/2024 11:18:38,Graduate student,Female,5,4,4,1,4,4,5,5,4,4,4,4,1,4
10/27/2024 11:18:57,Graduate student,Male,4,4,4,1,5,4,4,4,4,4,5,5,2,3.75
10/27/2024 11:19:15,Third year,Female,5,4,5,2,4,5,3,5,4,4,4,4,2,4.125
10/27/2024 11:19:32,Third year,Female,4,4,4,1,5,4,5,4,4,5,4,5,2,3.875
10/27/2024 11:19:52,Graduate student,Male,4,4,4,1,4,4,4,4,3,4,4,4,1,3.625
10/27/2024 11:20:11,Graduate student,Female,5,4,4,1,4,4,5,5,4,4,4,4,2,4
10/27/2024 11:21:12,Third year,Male,5,4,4,1,3,4,5,4,4,4,4,4,2,3.75
10/27/2024 11:21:31,Third year,Female,4,4,5,2,3,5,4,5,4,4,5,4,1,4
10/27/2024 11:21:50,Graduate student,Male,4,5,4,1,5,4,4,4,4,4,4,4,1,3.875
10/27/2024 11:22:09,Third year,Male,5,3,3,1,3,3,4,4,4,4,4,4,1,3.25
10/27/2024 11:22:30,Third year,Female,4,4,3,2,4,3,4,5,5,4,5,4,1,3.625
10/27/2024 11:22:51,Third year,Female,4,4,4,1,4,4,3,4,5,5,4,4,2,3.5
10/27/2024 11:23:12,Third year,Female,4,4,4,2,4,4,4,4,4,4,4,4,5,3.75
10/27/2024 11:23:33,Graduate student,Male,5,5,5,1,5,5,4,5,4,5,5,4,1,4.375
10/27/2024 11:23:51,Graduate student,Male,5,5,4,2,4,5,4,4,4,4,4,5,1,4.125
10/27/2024 11:24:12,Third year,Male,5,5,4,1,4,5,5,4,4,5,4,5,1,4.125
10/27/2024 11:24:35,Graduate student,Male,4,4,4,1,5,4,4,4,4,4,4,5,1,3.75
10/27/2024 11:24:59,Graduate student,Male,5,4,4,2,4,4,4,4,4,4,4,4,1,3.875
10/27/2024 11:25:18,Graduate student,Female,4,4,3,1,4,4,5,4,5,4,4,5,1,3.625
10/27/2024 11:25:36,Graduate student,Male,4,5,4,1,4,4,4,4,4,4,4,4,1,3.75
10/27/2024 11:25:55,Graduate student,Male,4,4,4,1,4,3,4,3,5,4,3,5,2,3.375
10/27/2024 11:26:17,Graduate student,Male,5,4,5,1,4,5,4,5,5,4,5,5,2,4.125
10/27/2024 11:26:38,Graduate student,Male,4,4,4,1,3,5,4,4,4,5,4,5,2,3.625
10/27/2024 11:26:58,Third year,Female,5,4,5,1,4,4,4,4,4,4,4,4,2,3.875
10/27/2024 11:27:16,Third year,Male,5,4,5,1,4,5,4,4,4,5,5,4,2,4
10/27/2024 11:27:33,Third year,Female,5,3,4,1,4,5,5,4,4,3,4,4,1,3.875
10/27/2024 11:27:55,Third year,Male,4,4,4,1,4,3,4,4,4,4,3,4,2,3.5
10/27/2024 11:28:14,Graduate student,Male,4,5,4,1,5,4,4,5,4,5,5,5,1,4
10/27/2024 11:28:36,Graduate student,Female,4,5,5,5,5,5,4,5,4,4,4,5,2,4.75
10/27/2024 11:28:55,Graduate student,Male,5,5,5,1,4,4,4,4,4,4,5,5,2,4
10/27/2024 11:29:16,Graduate student,Male,5,5,5,1,5,5,4,4,5,4,4,4,2,4.25
10/27/2024 11:29:32,Second year,Male,4,5,5,1,4,4,4,5,4,4,4,5,1,4
10/27/2024 11:29:50,First year,Female,5,5,4,1,4,4,4,3,4,3,4,4,2,3.75
10/27/2024 11:30:08,Second year,Female,4,4,5,1,5,5,5,5,4,4,4,4,1,4.25
10/27/2024 11:30:23,Third year,Male,5,5,3,1,4,5,5,4,4,4,4,4,1,4
10/27/2024 11:30:39,Third year,Female,4,4,3,1,4,4,4,3,4,4,4,5,2,3.375
10/27/2024 11:30:56,Graduate student,Male,5,4,4,1,5,3,5,4,4,5,5,5,2,3.875
10/27/2024 11:31:12,Third year,Female,3,5,4,1,4,5,4,4,4,5,5,4,2,3.75
10/27/2024 11:31:28,Third year,Male,4,4,4,1,5,3,4,5,4,5,5,5,2,3.75
10/27/2024 11:31:48,Third year,Male,4,3,1,1,4,4,4,4,4,5,4,4,2,3.125
10/27/2024 11:32:04,Third year,Male,5,4,4,1,4,4,4,4,4,5,4,5,1,3.75
10/27/2024 11:32:21,Graduate student,Male,4,5,5,1,4,5,4,2,4,5,4,5,2,3.75
10/27/2024 11:32:39,Third year,Male,4,4,5,1,4,5,5,5,4,5,5,5,1,4.125
10/27/2024 11:33:06,Third year,Female,5,5,4,1,4,4,4,5,5,5,3,4,1,4
10/27/2024 11:33:24,Graduate student,Male,4,4,5,1,4,4,5,5,5,4,5,5,2,4
10/27/2024 11:33:41,Graduate student,Male,5,4,5,1,5,5,4,4,5,5,4,4,2,4.125
10/27/2024 11:33:59,Third year,Male,5,5,5,1,5,4,4,5,4,4,5,5,1,4.25
10/27/2024 11:34:21,Third year,Male,5,5,4,1,5,5,4,4,4,4,4,5,1,4.125
10/27/2024 11:34:43,First year,Female,4,5,4,1,4,3,5,4,4,4,4,5,2,3.75
10/27/2024 11:35:06,Graduate student,Female,4,4,4,1,4,4,3,4,3,3,4,5,2,3.5
10/27/2024 11:35:27,Graduate student,Male,4,3,3,1,4,4,5,4,3,4,5,5,3,3.5
10/28/2024 16:39:52,First year,Female,5,1,5,1,4,3,4,4,3,3,2,4,2,3.375
10/28/2024 21:16:02,Third year,Male,4,4,5,2,4,4,4,4,4,4,4,4,2,3.875
10/28/2024 21:16:34,Third year,Male,4,5,4,2,4,4,4,4,4,4,4,5,1,3.875
10/28/2024 21:16:57,Third year,Female,4,4,4,1,4,4,4,4,4,4,3,4,1,3.625
10/28/2024 21:17:17,Third year,Male,5,4,4,2,4,4,4,4,4,4,4,5,1,3.875
10/28/2024 21:17:25,Third year,Male,4,5,5,2,4,4,4,4,4,4,4,5,1,4
10/28/2024 21:17:38,Graduate student,Male,5,4,4,2,5,4,4,5,4,3,4,4,2,4.125
10/28/2024 23:21:56,Third year,Male,4,5,4,2,4,4,4,4,4,4,4,5,1,3.875
10/28/2024 23:22:42,Third year,Male,5,4,5,1,4,4,4,4,5,4,4,5,1,3.875
10/30/2024 22:05:30,Third year,Male,4,4,4,2,4,4,4,4,3,4,5,4,2,3.75
10/30/2024 22:05:48,Graduate student,Male,4,4,4,1,4,4,4,4,4,4,4,4,2,3.625
10/30/2024 22:06:20,Third year,Male,4,4,5,2,4,4,4,4,5,4,4,4,2,3.875
10/30/2024 22:06:39,Third year,Male,4,4,4,2,4,3,4,3,4,4,4,4,2,3.5
10/30/2024 22:07:02,Third year,Male,4,5,4,2,3,5,5,5,3,5,5,4,1,4.125
10/30/2024 22:07:22,Third year,Male,4,4,4,2,4,4,5,4,5,4,4,4,1,3.875
10/30/2024 22:08:27,Third year,Female,4,4,5,2,4,4,5,5,4,5,5,5,1,4.125
10/30/2024 22:11:39,Graduate student,Male,4,5,4,1,4,3,4,4,4,4,4,4,1,3.625
10/30/2024 22:12:05,Graduate student,Male,5,5,3,2,5,4,5,5,5,4,4,4,2,4.25
10/30/2024 22:13:53,Graduate student,Male,4,4,5,2,4,4,4,4,4,4,4,4,2,3.875
10/30/2024 22:14:10,Graduate student,Female,4,4,4,2,4,5,4,5,5,4,4,5,2,4
10/30/2024 22:14:29,Third year,Female,1,3,1,4,4,3,1,3,5,1,4,4,5,2.5
10/30/2024 22:15:07,Third year,Female,5,5,5,1,4,2,2,2,3,3,2,4,3,3.25
10/30/2024 22:15:10,Third year,Male,4,4,4,2,4,4,4,4,4,4,5,4,2,3.75
10/30/2024 22:15:32,Third year,Male,5,4,4,1,5,4,4,4,4,4,4,4,2,3.875
10/30/2024 22:16:06,Second year,Male,4,4,4,1,4,4,4,4,4,4,4,4,1,3.625
10/30/2024 22:16:29,Third year,Male,4,5,4,2,4,4,4,4,4,5,5,4,1,3.875
10/30/2024 22:17:31,Third year,Male,4,5,5,2,4,4,4,5,4,4,4,5,1,4.125
10/30/2024 22:17:50,Graduate student,Male,5,4,4,2,3,4,4,4,4,4,4,4,2,3.75
10/30/2024 22:18:15,Third year,Male,5,4,4,2,5,4,4,3,4,4,4,4,4,3.875
10/30/2024 22:18:35,Second year,Female,5,4,5,5,4,5,4,4,5,5,4,4,2,4.5
10/30/2024 22:18:54,Graduate student,Female,4,4,4,2,5,5,5,5,5,4,4,5,2,4.25
10/30/2024 22:19:09,Third year,Female,4,4,4,1,5,4,5,4,5,4,4,5,2,3.875
10/30/2024 22:19:37,Graduate student,Male,4,4,4,1,5,4,5,4,4,5,4,4,2,3.875
10/30/2024 22:19:57,Third year,Male,4,4,5,2,4,5,5,4,4,5,5,5,1,4.125
10/30/2024 22:20:11,Third year,Female,4,4,4,2,3,3,3,3,3,3,3,2,4,3.25
10/30/2024 22:20:15,Graduate student,Male,5,4,5,4,4,4,4,5,4,4,4,4,1,4.375
10/30/2024 22:21:05,Third year,Male,4,4,4,1,4,4,3,3,4,4,4,4,2,3.375
10/30/2024 22:21:13,Third year,Female,2,2,2,1,2,2,2,2,2,3,4,2,4,1.875
10/30/2024 22:21:30,Graduate student,Male,4,4,4,2,4,5,4,4,4,4,4,4,2,3.875
10/30/2024 22:21:48,Third year,Female,1,1,1,4,1,2,3,2,2,1,2,2,4,1.875
10/30/2024 22:21:58,Third year,Male,4,4,4,2,4,4,5,4,4,3,5,5,2,3.875
10/30/2024 22:22:18,Graduate student,Male,5,5,4,2,4,4,4,4,4,4,4,4,1,4
10/30/2024 22:22:49,Third year,Male,4,5,4,2,4,4,4,4,4,4,4,4,1,3.875
10/30/2024 22:22:50,Third year,Female,4,4,4,2,5,5,4,5,4,5,5,4,1,4.125
10/30/2024 22:23:13,First year,Female,3,5,3,2,4,4,4,4,4,5,5,5,2,3.625
10/30/2024 22:23:24,Third year,Male,4,4,4,3,4,4,4,4,4,4,4,5,3,3.875
10/30/2024 22:23:53,Third year,Male,5,5,5,2,4,4,4,4,4,5,4,5,3,4.125
10/30/2024 22:24:20,Third year,Female,3,5,5,1,4,5,4,4,5,4,5,5,2,3.875
10/30/2024 22:24:37,Third year,Male,5,3,4,2,5,3,4,3,4,4,4,5,1,3.625
10/30/2024 22:24:55,Graduate student,Male,5,4,5,1,4,4,4,5,4,4,5,4,1,4
10/30/2024 22:25:15,Third year,Male,4,5,4,1,5,4,4,4,5,5,5,4,1,3.875
10/30/2024 22:26:05,Graduate student,Female,4,4,5,2,5,4,3,4,4,4,5,5,1,3.875
10/30/2024 22:26:22,Third year,Male,5,4,5,1,4,5,5,4,4,4,5,4,2,4.125
10/30/2024 22:27:23,Third year,Male,4,4,4,2,3,5,3,4,4,5,4,4,1,3.625
10/30/2024 22:27:42,Second year,Male,4,5,4,1,3,5,5,4,4,4,3,5,1,3.875
10/30/2024 22:27:59,Second year,Male,5,4,4,2,3,4,4,5,4,4,4,5,1,3.875
10/30/2024 22:28:22,Graduate student,Male,5,4,5,2,4,4,4,5,4,4,4,5,1,4.125
10/30/2024 22:28:46,Third year,Male,3,5,5,2,4,4,5,4,4,4,5,4,1,4
10/30/2024 22:29:13,Graduate student,Male,4,5,4,2,4,4,5,4,5,4,4,4,1,4
10/30/2024 22:29:50,Third year,Male,4,5,5,2,4,5,4,5,4,4,5,4,1,4.25
10/30/2024 22:30:10,Graduate student,Male,4,4,5,2,4,4,5,4,4,4,5,4,1,4
10/30/2024 22:35:01,Third year,Male,4,5,5,2,4,4,4,4,4,4,5,5,2,4
10/30/2024 22:35:13,Third year,Female,2,2,2,4,1,4,3,3,3,4,4,4,3,2.625
10/30/2024 22:35:28,Third year,Male,5,4,4,2,5,4,4,4,5,5,4,5,1,4
10/30/2024 22:35:47,Third year,Female,1,1,1,4,3,2,2,2,2,2,3,4,4,2
10/30/2024 22:35:50,Third year,Male,4,4,5,3,4,4,4,4,4,4,4,4,3,4
10/30/2024 22:35:52,Third year,Male,3,5,5,2,5,5,4,4,3,4,4,4,2,4.125
10/30/2024 22:36:11,Third year,Male,4,4,4,1,4,3,4,4,4,4,5,4,2,3.5
10/30/2024 22:36:23,Third year,Female,2,2,1,5,1,3,4,3,3,3,2,4,3,2.625
10/30/2024 22:36:42,Second year,Male,4,4,4,2,4,4,4,4,4,4,4,4,1,3.75
10/30/2024 22:37:14,Third year,Male,4,4,4,3,4,4,4,4,4,4,4,4,3,3.875
10/30/2024 22:37:31,Third year,Male,4,4,4,2,5,5,4,4,4,4,4,4,2,4
10/30/2024 22:38:05,Third year,Male,4,5,5,2,4,4,4,5,5,5,4,4,1,4.125
10/30/2024 22:38:15,Third year,Male,5,4,4,3,4,4,4,4,4,4,4,4,3,4
10/30/2024 22:39:09,Graduate student,Male,5,4,4,2,4,5,4,4,4,4,4,4,2,4
10/30/2024 22:39:35,Third year,Male,4,5,5,2,4,4,4,5,5,4,4,5,1,4.125
10/30/2024 22:39:56,Graduate student,Female,4,4,4,4,5,4,5,4,5,4,4,5,2,4.25
10/30/2024 22:40:46,Third year,Male,4,4,5,1,4,4,4,4,4,4,4,4,2,3.75
10/30/2024 22:41:11,Graduate student,Male,4,4,4,2,3,4,4,4,4,4,4,5,1,3.625
10/30/2024 22:41:26,Graduate student,Male,5,4,5,2,4,4,4,4,4,4,4,5,2,4
10/30/2024 22:42:30,Graduate student,Male,4,5,5,2,4,3,2,4,3,4,2,4,2,3.625
10/30/2024 22:43:09,Third year,Male,4,5,4,3,4,4,4,4,4,4,4,4,3,4
10/30/2024 22:44:32,Third year,Male,4,4,4,3,4,4,4,4,4,4,4,4,3,3.875
10/30/2024 22:45:00,Third year,Male,4,4,4,4,4,4,4,4,4,4,4,4,1,4
10/30/2024 22:45:28,Third year,Male,4,4,4,4,4,4,4,4,4,4,4,4,1,4
10/30/2024 22:45:55,Third year,Male,4,4,4,3,4,4,4,4,4,4,4,4,1,3.875
10/31/2024 0:54:24,Third year,Male,3,5,4,1,3,4,5,4,4,4,4,4,1,3.625
11/04/2024 21:11,Graduate student,Male,4,4,4,1,3,5,4,4,4,4,4,4,1,3.625
11/04/2024 21:59,Third year,Male,4,5,5,2,4,5,5,4,4,4,4,4,1,4.25
11/04/2024 21:59,Third year,Male,5,3,4,2,4,4,4,4,4,5,4,4,2,3.75
11/04/2024 22:00,Third year,Male,4,4,4,2,5,3,4,4,4,4,3,4,1,3.75
11/04/2024 22:00,Graduate student,Male,5,4,4,2,4,4,4,4,4,4,4,4,1,3.875
11/04/2024 22:00,Third year,Male,4,4,4,2,4,4,4,5,4,4,4,4,2,3.875
11/04/2024 22:01,Third year,Male,4,5,4,2,4,5,4,4,3,4,5,5,2,4
11/04/2024 22:01,Graduate student,Female,5,4,5,2,4,4,5,5,4,5,4,4,2,4.25
11/04/2024 22:01,Third year,Male,4,4,4,2,4,5,4,4,4,4,4,5,1,3.875
11/04/2024 22:02,Graduate student,Male,4,4,5,2,4,4,3,4,5,5,5,4,2,3.75
11/04/2024 22:02,Graduate student,Male,4,4,5,2,4,5,4,5,4,4,5,5,1,4.125
11/04/2024 22:03,Third year,Male,4,4,5,2,4,4,4,4,4,4,4,4,2,3.875
11/04/2024 22:03,Graduate student,Male,4,5,4,2,4,4,4,4,4,4,4,5,2,3.875
11/04/2024 22:05,Third year,Male,4,4,5,2,5,4,4,5,5,5,4,5,1,4.125
11/04/2024 22:05,Graduate student,Male,4,4,4,2,5,4,4,5,5,5,5,4,2,4
11/04/2024 22:06,Third year,Male,3,4,4,2,4,5,5,4,4,5,5,5,2,3.875
11/06/2024 18:04,Graduate student,Male,4,5,4,2,4,5,4,4,4,4,4,5,1,4
11/06/2024 18:04,Graduate student,Male,4,4,5,2,4,3,4,4,4,4,4,5,2,3.75
11/06/2024 18:05,Second year,Male,4,5,4,2,4,5,4,5,5,4,5,5,1,4.125
11/06/2024 18:05,Graduate student,Male,5,4,5,1,5,4,5,5,4,5,4,4,1,4.25
11/06/2024 18:05,Third year,Female,5,4,4,1,4,5,5,4,4,5,5,4,3,4
11/06/2024 18:06,Graduate student,Male,5,5,5,1,4,4,4,4,5,5,5,4,1,4
11/06/2024 18:06,Third year,Male,4,4,5,2,5,4,4,4,5,4,5,4,1,4
11/06/2024 18:07,Graduate student,Male,4,4,4,2,4,5,4,5,5,5,4,5,2,4
11/06/2024 18:07,Third year,Male,5,3,4,1,4,4,5,5,4,4,4,5,2,3.875
11/06/2024 18:08,Graduate student,Male,5,5,4,1,4,4,5,5,4,5,5,4,3,4.125
11/06/2024 18:08,Graduate student,Male,5,4,4,2,4,5,5,5,5,5,4,5,2,4.25
11/06/2024 18:08,Third year,Male,4,5,5,1,4,4,5,4,4,5,4,4,1,4
11/06/2024 18:09,Graduate student,Female,5,4,4,1,3,3,4,5,5,4,4,4,1,3.625
11/06/2024 18:09,Graduate student,Male,5,4,4,1,4,4,4,4,5,4,4,4,1,3.75
11/06/2024 18:09,Third year,Male,4,5,4,2,3,5,5,5,5,4,4,5,1,4.125
11/06/2024 18:10,Third year,Male,4,4,4,2,4,4,4,4,4,4,4,4,3,3.75
11/06/2024 18:10,Graduate student,Male,5,5,4,1,4,4,4,4,4,5,4,4,1,3.875
11/06/2024 18:12,Graduate student,Male,4,5,5,1,4,4,4,4,4,5,4,4,2,3.875
11/06/2024 18:12,Third year,Male,4,4,4,1,5,5,5,4,5,4,5,5,1,4
11/06/2024 18:47,Graduate student,Male,4,5,5,2,5,5,4,5,5,4,4,4,2,4.375
11/06/2024 18:48,Third year,Female,3,5,5,1,4,4,3,4,5,4,5,5,2,3.625
11/06/2024 18:48,Graduate student,Male,4,5,5,1,4,4,4,5,4,4,5,4,1,4
11/06/2024 18:49,Third year,Male,5,5,4,1,5,4,4,4,4,5,4,4,1,4
11/06/2024 18:49,Third year,Female,5,4,5,1,4,5,4,4,5,5,4,4,1,4
11/06/2024 18:49,Third year,Male,5,4,5,2,5,4,4,4,4,5,4,4,2,4.125
11/06/2024 18:50,Graduate student,Male,5,4,4,2,4,4,4,4,5,4,5,4,3,3.875
11/06/2024 18:50,Graduate student,Male,5,4,5,1,5,4,4,5,4,4,4,4,2,4.125
11/06/2024 18:50,Graduate student,Male,5,4,4,2,5,5,5,4,4,4,4,5,2,4.25
11/06/2024 18:51,Third year,Female,5,4,4,1,5,4,4,4,4,4,5,5,2,3.875
11/06/2024 18:51,Third year,Male,4,4,4,1,5,5,4,4,5,3,5,5,1,3.875
11/06/2024 18:52,Third year,Male,5,4,4,1,5,4,5,5,5,4,5,4,1,4.125
11/06/2024 18:52,Graduate student,Male,5,5,4,1,4,5,4,4,4,4,4,4,2,4
11/06/2024 18:52,Graduate student,Male,5,4,5,1,5,4,4,5,4,4,5,4,1,4.125
11/06/2024 18:53,Graduate student,Male,4,5,5,1,5,4,4,5,4,5,5,4,2,4.125
11/06/2024 18:53,Graduate student,Male,5,4,5,1,4,5,5,4,5,5,5,5,2,4.125
11/06/2024 18:53,Third year,Female,5,4,4,1,5,5,5,4,5,5,5,5,1,4.125
11/06/2024 18:54,Graduate student,Female,4,4,5,2,4,4,4,4,4,5,5,5,3,3.875
11/06/2024 18:54,Graduate student,Male,5,5,4,1,5,5,5,4,4,4,5,5,1,4.25
11/06/2024 18:59,Graduate student,Male,5,5,4,1,4,4,5,5,5,5,4,4,1,4.125
11/06/2024 18:59,Graduate student,Male,5,4,5,1,3,4,4,5,4,5,4,5,1,3.875
11/06/2024 19:00,Third year,Male,4,4,4,2,5,4,5,5,4,4,5,5,2,4.125
11/06/2024 19:00,Third year,Female,4,4,5,1,5,5,4,4,5,5,5,5,1,4
11/06/2024 19:01,Graduate student,Male,5,5,5,2,4,4,3,4,4,4,5,5,2,4
11/06/2024 19:01,Graduate student,Male,4,4,5,1,3,5,4,4,5,4,4,5,1,3.75
11/06/2024 19:01,Graduate student,Male,4,4,5,2,4,4,4,5,5,5,5,5,2,4
11/06/2024 19:02,Graduate student,Male,4,4,4,1,4,4,5,5,4,4,4,5,2,3.875
11/06/2024 19:02,Graduate student,Male,4,5,5,1,5,4,4,4,5,4,4,5,2,4
11/06/2024 19:03,Graduate student,Male,5,4,4,2,5,4,4,5,5,3,5,5,2,4.125
11/06/2024 19:03,Graduate student,Male,4,4,4,1,4,5,5,4,5,4,4,5,2,3.875
11/06/2024 19:03,Graduate student,Male,5,4,4,2,5,4,5,5,5,5,5,4,2,4.25
11/06/2024 19:04,Third year,Male,5,5,4,1,5,5,5,4,4,5,4,4,1,4.25
11/06/2024 19:04,Third year,Male,4,4,4,2,4,5,5,5,5,5,5,4,2,4.125
11/06/2024 19:04,Graduate student,Male,5,4,5,2,5,4,5,4,5,5,5,5,1,4.25
11/06/2024 19:05,Third year,Male,5,4,4,2,5,4,5,5,4,5,5,5,1,4.25
11/06/2024 19:05,Third year,Male,4,5,5,1,4,4,4,5,5,5,4,5,2,4
11/06/2024 19:05,Graduate student,Male,5,4,4,1,5,4,4,4,4,4,4,5,1,3.875
11/06/2024 19:07,Graduate student,Male,5,5,5,2,4,4,4,4,5,5,4,4,2,4.125
11/06/2024 19:08,Graduate student,Male,4,4,5,1,4,4,4,4,5,5,5,4,2,3.75
11/06/2024 19:08,Graduate student,Male,4,5,4,2,4,4,5,5,4,4,5,4,2,4.125
11/06/2024 19:09,Third year,Male,4,5,5,2,5,4,4,3,5,5,5,5,1,4
11/06/2024 19:09,Third year,Male,5,4,3,1,3,4,4,4,4,4,4,4,2,3.5
11/06/2024 19:10,Graduate student,Male,5,4,5,1,4,4,4,5,5,4,4,5,1,4
11/06/2024 19:10,Graduate student,Male,5,5,5,2,4,4,4,4,5,5,3,5,1,4.125
11/06/2024 19:10,Third year,Male,5,5,5,1,5,4,4,4,5,4,5,5,3,4.125
11/06/2024 19:11,Graduate student,Male,4,5,4,2,4,5,4,5,5,5,5,5,2,4.125
